Date,Timestamp,Tags,File,Exception
2019-03-04,06:16:54.944769,ERROR,wsgi_handler.py:84,Combining logs from all nodes into single log file
2019-03-04,06:16:54.944977,INFO,db_read.py:352,Node destroyed
2019-03-04,06:16:54.945418,INFO,http_handler.py:373,Gathering logs from all nodes
2019-03-04,06:16:54.945519,ERROR,db_write.py:40,Node created
2019-03-04,06:16:54.947226,INFO,alert_manager.py:115,Combining logs from all nodes into single log file
 - , - ,  File "./random_traceback.py", line 108, Traceback in get_random_error_string
 - , - ,  File "./random_traceback.py", line 77, Traceback in return_output
 - , - ,  File "./random_traceback.py", line 53, Traceback in get_data
 - , - ,  File "./random_traceback.py", line 70, Traceback in extract_metadata
 - , - , BadRequestError , - , Special Characters not allowed
2019-03-04,06:16:54.948658,DBG,wsgi_handler.py:176,Creating task
2019-03-04,06:16:54.949994,DBG,alert_manager.py:9,Gathering node data
2019-03-04,06:16:54.950074,INFO,db_read.py:342,Combining logs from all nodes into single log file
2019-03-04,06:16:54.950698,DBG,ssh_tunnel.py:94,Creating task
2019-03-04,06:16:54.951434,ERROR,gflags_handler.py:337,Fanning out RPC
2019-03-04,06:16:54.951861,ERROR,http_handler.py:344,Node destroyed
2019-03-04,06:16:54.952036,ERROR,db_write.py:351,Fanning out RPC
2019-03-04,06:16:54.952219,INFO,audit_logger.py:370,Gathering logs from all nodes
2019-03-04,06:16:54.952319,DBG,protobuf_parser.py:116,Gathering node data
 - , - ,  File "./random_traceback.py", line 98, Traceback in get_random_error_string
 - , - ,  File "./random_traceback.py", line 59, Traceback in get_data
 - , - , InvalidArgumentError , - , Provided too few arguments
2019-03-04,06:16:54.953522,DBG,rpc_client.py:93,Gathering node data
2019-03-04,06:16:54.953973,INFO,db_read.py:244,Creating task
2019-03-04,06:16:54.954116,DBG,http_handler.py:291,Node destroyed
2019-03-04,06:16:54.954436,DBG,alert_manager.py:231,Gathering logs from all nodes
2019-03-04,06:16:54.955125,INFO,ssh_tunnel.py:352,Node created
 - , - ,  File "./random_traceback.py", line 98, Traceback in get_random_error_string
 - , - ,  File "./random_traceback.py", line 55, Traceback in get_data
 - , - ,  File "./random_traceback.py", line 75, Traceback in return_output
 - , - ,  File "./random_traceback.py", line 64, Traceback in extract_metadata
 - , - ,  File "./random_traceback.py", line 92, Traceback in get_attributes
 - , - , InvalidArgumentError , - , Provided too few arguments
2019-03-04,06:16:54.955632,DBG,http_handler.py:150,Combining logs from all nodes into single log file
2019-03-04,06:16:54.957732,ERROR,protobuf_parser.py:218,Gathering logs from all nodes
2019-03-04,06:16:54.958308,DBG,http_handler.py:141,Node created
2019-03-04,06:16:54.958544,DBG,publisher.py:374,Generated binary file
2019-03-04,06:16:54.958727,DBG,alert_manager.py:246,Node destroyed
2019-03-04,06:16:54.959116,ERROR,scheduler.py:6,Node created
2019-03-04,06:16:54.959712,INFO,http_handler.py:295,Gathering logs from all nodes
2019-03-04,06:16:54.960112,DBG,alert_manager.py:309,Generated binary file
2019-03-04,06:16:54.960849,INFO,db_read.py:320,Gathering node data
2019-03-04,06:16:54.962648,ERROR,scheduler.py:151,Combining logs from all nodes into single log file
2019-03-04,06:16:54.962892,ERROR,publisher.py:342,Generated binary file
2019-03-04,06:16:54.963250,ERROR,fanout.py:357,Gathering logs from all nodes
2019-03-04,06:16:54.963547,DBG,protobuf_parser.py:95,Creating task
2019-03-04,06:16:54.963657,ERROR,gflags_handler.py:103,Fanning out RPC
2019-03-04,06:16:54.964049,INFO,protobuf_parser.py:71,Node destroyed
2019-03-04,06:16:54.967085,ERROR,scheduler.py:332,Gathering node data
2019-03-04,06:16:54.967551,ERROR,fanout.py:239,Creating task
2019-03-04,06:16:54.968240,ERROR,fanout.py:301,Generated binary file
2019-03-04,06:16:54.968805,DBG,publisher.py:157,Creating task
2019-03-04,06:16:54.969517,DBG,alert_manager.py:155,Node created
2019-03-04,06:16:54.969772,DBG,db_write.py:237,Gathering node data
2019-03-04,06:16:54.969986,DBG,ssh_tunnel.py:243,Gathering node data
2019-03-04,06:16:54.970299,INFO,log_collector.py:255,Node created
2019-03-04,06:16:54.970418,ERROR,protobuf_parser.py:142,Fanning out RPC
2019-03-04,06:16:54.971325,DBG,db_write.py:51,Gathering logs from all nodes
2019-03-04,06:16:54.971855,INFO,publisher.py:146,Node destroyed
2019-03-04,06:16:54.972258,INFO,audit_logger.py:214,Gathering logs from all nodes
2019-03-04,06:16:54.975049,ERROR,http_handler.py:347,Gathering node data
2019-03-04,06:16:54.975191,ERROR,publisher.py:59,Creating task
2019-03-04,06:16:54.976240,DBG,audit_logger.py:161,Gathering logs from all nodes
2019-03-04,06:16:54.977446,INFO,fanout.py:273,Creating task
2019-03-04,06:16:54.977958,INFO,rpc_client.py:233,Gathering node data
2019-03-04,06:16:54.978183,ERROR,audit_logger.py:163,Node created
2019-03-04,06:16:54.978679,DBG,db_read.py:370,Node destroyed
2019-03-04,06:16:54.979497,ERROR,publisher.py:220,Fanning out RPC
2019-03-04,06:16:54.980161,ERROR,scheduler.py:140,Node created
2019-03-04,06:16:54.980450,DBG,protobuf_parser.py:351,Fanning out RPC
2019-03-04,06:16:54.980832,INFO,gflags_handler.py:337,Node created
2019-03-04,06:16:54.981337,DBG,publisher.py:354,Creating task
2019-03-04,06:16:54.982051,ERROR,publisher.py:69,Gathering node data
2019-03-04,06:16:54.982797,INFO,ssh_tunnel.py:122,Node destroyed
2019-03-04,06:16:54.983185,INFO,wsgi_handler.py:166,Combining logs from all nodes into single log file
2019-03-04,06:16:54.985570,INFO,log_collector.py:178,Node destroyed
 - , - ,  File "./random_traceback.py", line 98, Traceback in get_random_error_string
 - , - ,  File "./random_traceback.py", line 59, Traceback in get_data
 - , - , BadRequestError , - , Request buffer too large
 - , - ,  File "./random_traceback.py", line 108, Traceback in get_random_error_string
 - , - ,  File "./random_traceback.py", line 81, Traceback in return_output
 - , - , BadRequestError , - , Request buffer too small
2019-03-04,06:16:54.989676,INFO,scheduler.py:185,Generated binary file
2019-03-04,06:16:54.989884,ERROR,fanout.py:230,Gathering logs from all nodes
2019-03-04,06:16:54.990072,ERROR,http_handler.py:352,Node destroyed
2019-03-04,06:16:54.990532,DBG,http_handler.py:28,Generated binary file
2019-03-04,06:16:54.990767,ERROR,protobuf_parser.py:370,Gathering logs from all nodes
2019-03-04,06:16:54.990957,DBG,gflags_handler.py:320,Combining logs from all nodes into single log file
2019-03-04,06:16:54.992420,ERROR,db_read.py:204,Combining logs from all nodes into single log file
 - , - ,  File "./random_traceback.py", line 103, Traceback in get_random_error_string
 - , - ,  File "./random_traceback.py", line 64, Traceback in extract_metadata
 - , - ,  File "./random_traceback.py", line 88, Traceback in get_attributes
 - , - ,  File "./random_traceback.py", line 92, Traceback in get_attributes
 - , - , InvalidArgumentError , - , Unable to parse arguments
2019-03-04,06:16:54.996210,INFO,task_generator.py:341,Creating task
2019-03-04,06:16:54.996284,DBG,fanout.py:4,Combining logs from all nodes into single log file
 - , - ,  File "./random_traceback.py", line 113, Traceback in get_random_error_string
 - , - ,  File "./random_traceback.py", line 88, Traceback in get_attributes
 - , - ,  File "./random_traceback.py", line 86, Traceback in get_attributes
 - , - ,  File "./random_traceback.py", line 55, Traceback in get_data
 - , - ,  File "./random_traceback.py", line 81, Traceback in return_output
 - , - , BadRequestError , - , Request buffer too small
2019-03-04,06:16:54.999316,ERROR,wsgi_handler.py:125,Node destroyed
2019-03-04,06:16:54.999660,INFO,alert_manager.py:262,Node created
2019-03-04,06:16:55.000313,INFO,ssh_tunnel.py:226,Creating task
 - , - ,  File "./random_traceback.py", line 108, Traceback in get_random_error_string
 - , - ,  File "./random_traceback.py", line 81, Traceback in return_output
 - , - , BadRequestError , - , Request buffer too large
2019-03-04,06:16:55.000685,DBG,alert_manager.py:2,Fanning out RPC
2019-03-04,06:16:55.001593,DBG,rpc_client.py:391,Creating task
2019-03-04,06:16:55.001717,INFO,db_read.py:172,Node destroyed
2019-03-04,06:16:55.001930,INFO,task_generator.py:111,Combining logs from all nodes into single log file
2019-03-04,06:16:55.002100,DBG,alert_manager.py:247,Gathering logs from all nodes
 - , - ,  File "./random_traceback.py", line 98, Traceback in get_random_error_string
 - , - ,  File "./random_traceback.py", line 59, Traceback in get_data
 - , - , InvalidArgumentError , - , Provided too many arguments
2019-03-04,06:16:55.002475,DBG,protobuf_parser.py:323,Generated binary file
 - , - ,  File "./random_traceback.py", line 113, Traceback in get_random_error_string
 - , - ,  File "./random_traceback.py", line 92, Traceback in get_attributes
 - , - , InvalidArgumentError , - , Arguments not supported
2019-03-04,06:16:55.003321,DBG,task_generator.py:188,Fanning out RPC
2019-03-04,06:16:55.003367,INFO,log_collector.py:318,Creating task
2019-03-04,06:16:55.004110,DBG,wsgi_handler.py:267,Gathering logs from all nodes
2019-03-04,06:16:55.004212,INFO,db_read.py:252,Generated binary file
2019-03-04,06:16:55.005319,ERROR,ssh_tunnel.py:61,Node destroyed
2019-03-04,06:16:55.005402,INFO,fanout.py:66,Gathering node data
2019-03-04,06:16:55.005704,ERROR,wsgi_handler.py:251,Generated binary file
2019-03-04,06:16:55.006834,INFO,log_collector.py:120,Gathering logs from all nodes
2019-03-04,06:16:55.007901,INFO,http_handler.py:45,Combining logs from all nodes into single log file
2019-03-04,06:16:55.008005,INFO,db_write.py:146,Node created
2019-03-04,06:16:55.009493,INFO,http_handler.py:246,Generated binary file
2019-03-04,06:16:55.011605,INFO,audit_logger.py:311,Node destroyed
2019-03-04,06:16:55.011763,DBG,http_handler.py:211,Node destroyed
2019-03-04,06:16:55.011915,INFO,audit_logger.py:54,Gathering logs from all nodes
 - , - ,  File "./random_traceback.py", line 113, Traceback in get_random_error_string
 - , - ,  File "./random_traceback.py", line 88, Traceback in get_attributes
 - , - ,  File "./random_traceback.py", line 92, Traceback in get_attributes
 - , - , ConflictError , - , Conflicting data types
2019-03-04,06:16:55.012684,INFO,task_generator.py:155,Combining logs from all nodes into single log file
2019-03-04,06:16:55.012804,INFO,audit_logger.py:400,Creating task
 - , - ,  File "./random_traceback.py", line 113, Traceback in get_random_error_string
 - , - ,  File "./random_traceback.py", line 92, Traceback in get_attributes
 - , - , MissingAttributeError , - , Extra attribute needed
2019-03-04,06:16:55.013296,DBG,protobuf_parser.py:281,Generated binary file
2019-03-04,06:16:55.013879,DBG,wsgi_handler.py:146,Fanning out RPC
2019-03-04,06:16:55.014300,ERROR,publisher.py:110,Generated binary file
2019-03-04,06:16:55.014846,DBG,wsgi_handler.py:263,Generated binary file
2019-03-04,06:16:55.016671,ERROR,alert_manager.py:110,Node destroyed
2019-03-04,06:16:55.017392,DBG,publisher.py:363,Fanning out RPC
2019-03-04,06:16:55.018510,ERROR,alert_manager.py:230,Combining logs from all nodes into single log file
2019-03-04,06:16:55.018942,INFO,task_generator.py:134,Fanning out RPC
2019-03-04,06:16:55.019634,DBG,log_collector.py:234,Generated binary file
2019-03-04,06:16:55.019770,DBG,ssh_tunnel.py:291,Fanning out RPC
2019-03-04,06:16:55.020101,ERROR,protobuf_parser.py:177,Creating task
2019-03-04,06:16:55.021031,ERROR,alert_manager.py:390,Creating task
2019-03-04,06:16:55.022983,DBG,audit_logger.py:179,Fanning out RPC
2019-03-04,06:16:55.023347,INFO,ssh_tunnel.py:381,Gathering node data
2019-03-04,06:16:55.023714,INFO,task_generator.py:251,Node destroyed
2019-03-04,06:16:55.025240,ERROR,log_collector.py:337,Node destroyed
2019-03-04,06:16:55.025395,INFO,fanout.py:64,Combining logs from all nodes into single log file
2019-03-04,06:16:55.026561,DBG,scheduler.py:10,Combining logs from all nodes into single log file
2019-03-04,06:16:55.026947,INFO,db_read.py:303,Fanning out RPC
2019-03-04,06:16:55.027150,ERROR,log_collector.py:369,Combining logs from all nodes into single log file
2019-03-04,06:16:55.028427,INFO,audit_logger.py:53,Gathering logs from all nodes
 - , - ,  File "./random_traceback.py", line 113, Traceback in get_random_error_string
 - , - ,  File "./random_traceback.py", line 88, Traceback in get_attributes
 - , - ,  File "./random_traceback.py", line 86, Traceback in get_attributes
 - , - ,  File "./random_traceback.py", line 59, Traceback in get_data
 - , - , BasicAuthRequiredError , - , Password not provided
2019-03-04,06:16:55.030106,ERROR,db_write.py:343,Combining logs from all nodes into single log file
2019-03-04,06:16:55.030500,INFO,http_handler.py:24,Generated binary file
2019-03-04,06:16:55.032241,ERROR,log_collector.py:162,Node destroyed
2019-03-04,06:16:55.032448,DBG,scheduler.py:21,Node created
2019-03-04,06:16:55.032660,ERROR,scheduler.py:52,Generated binary file
2019-03-04,06:16:55.033091,ERROR,audit_logger.py:352,Gathering node data
2019-03-04,06:16:55.033852,INFO,scheduler.py:325,Gathering logs from all nodes
2019-03-04,06:16:55.034021,ERROR,gflags_handler.py:28,Creating task
2019-03-04,06:16:55.034148,DBG,wsgi_handler.py:52,Gathering node data
2019-03-04,06:16:55.035254,ERROR,fanout.py:107,Fanning out RPC
2019-03-04,06:16:55.035368,DBG,log_collector.py:108,Gathering logs from all nodes
2019-03-04,06:16:55.035901,INFO,fanout.py:2,Gathering logs from all nodes
2019-03-04,06:16:55.036118,INFO,scheduler.py:213,Node destroyed
2019-03-04,06:16:55.036345,ERROR,db_write.py:49,Fanning out RPC
2019-03-04,06:16:55.036464,INFO,protobuf_parser.py:22,Gathering logs from all nodes
2019-03-04,06:16:55.036647,ERROR,audit_logger.py:193,Node destroyed
2019-03-04,06:16:55.037302,ERROR,protobuf_parser.py:352,Gathering node data
2019-03-04,06:16:55.037548,INFO,log_collector.py:77,Fanning out RPC
2019-03-04,06:16:55.038180,ERROR,fanout.py:84,Fanning out RPC
2019-03-04,06:16:55.038228,DBG,fanout.py:246,Node destroyed
2019-03-04,06:16:55.038844,ERROR,audit_logger.py:384,Gathering logs from all nodes
2019-03-04,06:16:55.038940,DBG,http_handler.py:318,Gathering node data
2019-03-04,06:16:55.039808,INFO,wsgi_handler.py:239,Combining logs from all nodes into single log file
2019-03-04,06:16:55.040037,INFO,db_write.py:172,Fanning out RPC
2019-03-04,06:16:55.040256,ERROR,gflags_handler.py:6,Fanning out RPC
2019-03-04,06:16:55.040828,DBG,db_write.py:157,Node destroyed
2019-03-04,06:16:55.041656,ERROR,rpc_client.py:255,Creating task
2019-03-04,06:16:55.042120,INFO,wsgi_handler.py:110,Fanning out RPC
2019-03-04,06:16:55.042271,ERROR,db_write.py:332,Gathering node data
2019-03-04,06:16:55.042768,INFO,publisher.py:61,Generated binary file
 - , - ,  File "./random_traceback.py", line 98, Traceback in get_random_error_string
 - , - ,  File "./random_traceback.py", line 59, Traceback in get_data
 - , - , MissingAttributeError , - , Attribute missing
2019-03-04,06:16:55.044343,ERROR,alert_manager.py:186,Creating task
2019-03-04,06:16:55.045522,DBG,log_collector.py:249,Node created
2019-03-04,06:16:55.048940,ERROR,fanout.py:200,Node created
2019-03-04,06:16:55.049320,ERROR,ssh_tunnel.py:331,Node destroyed
2019-03-04,06:16:55.049418,ERROR,ssh_tunnel.py:212,Gathering node data
2019-03-04,06:16:55.049655,DBG,publisher.py:312,Node destroyed
2019-03-04,06:16:55.050517,INFO,rpc_client.py:275,Node destroyed
2019-03-04,06:16:55.051284,INFO,http_handler.py:235,Creating task
2019-03-04,06:16:55.051948,INFO,protobuf_parser.py:239,Gathering logs from all nodes
2019-03-04,06:16:55.052326,DBG,protobuf_parser.py:169,Creating task
2019-03-04,06:16:55.052602,INFO,http_handler.py:219,Creating task
2019-03-04,06:16:55.052726,ERROR,alert_manager.py:256,Fanning out RPC
2019-03-04,06:16:55.053574,ERROR,protobuf_parser.py:328,Generated binary file
 - , - ,  File "./random_traceback.py", line 108, Traceback in get_random_error_string
 - , - ,  File "./random_traceback.py", line 75, Traceback in return_output
 - , - ,  File "./random_traceback.py", line 70, Traceback in extract_metadata
 - , - , InvalidArgumentError , - , Unable to parse arguments
 - , - ,  File "./random_traceback.py", line 98, Traceback in get_random_error_string
 - , - ,  File "./random_traceback.py", line 59, Traceback in get_data
 - , - , MissingAttributeError , - , Attribute not provided
 - , - ,  File "./random_traceback.py", line 103, Traceback in get_random_error_string
 - , - ,  File "./random_traceback.py", line 64, Traceback in extract_metadata
 - , - ,  File "./random_traceback.py", line 88, Traceback in get_attributes
 - , - ,  File "./random_traceback.py", line 88, Traceback in get_attributes
 - , - ,  File "./random_traceback.py", line 92, Traceback in get_attributes
 - , - , BadRequestError , - , Special Characters not allowed
 - , - ,  File "./random_traceback.py", line 113, Traceback in get_random_error_string
 - , - ,  File "./random_traceback.py", line 86, Traceback in get_attributes
 - , - ,  File "./random_traceback.py", line 59, Traceback in get_data
 - , - , ConflictError , - , Data structure not supported
2019-03-04,06:16:55.056710,DBG,wsgi_handler.py:147,Combining logs from all nodes into single log file
2019-03-04,06:16:55.058320,INFO,rpc_client.py:52,Creating task
2019-03-04,06:16:55.058705,DBG,rpc_client.py:356,Gathering logs from all nodes
2019-03-04,06:16:55.059558,ERROR,task_generator.py:151,Gathering logs from all nodes
2019-03-04,06:16:55.060622,ERROR,protobuf_parser.py:62,Gathering logs from all nodes
2019-03-04,06:16:55.060776,ERROR,http_handler.py:102,Combining logs from all nodes into single log file
2019-03-04,06:16:55.061269,INFO,ssh_tunnel.py:116,Gathering logs from all nodes
2019-03-04,06:16:55.061532,ERROR,rpc_client.py:128,Fanning out RPC
2019-03-04,06:16:55.061850,DBG,ssh_tunnel.py:399,Gathering logs from all nodes
2019-03-04,06:16:55.062018,DBG,audit_logger.py:147,Fanning out RPC
2019-03-04,06:16:55.062263,ERROR,protobuf_parser.py:180,Fanning out RPC
2019-03-04,06:16:55.062608,INFO,db_read.py:291,Fanning out RPC
2019-03-04,06:16:55.063583,DBG,alert_manager.py:369,Gathering logs from all nodes
2019-03-04,06:16:55.063724,ERROR,task_generator.py:173,Node created
2019-03-04,06:16:55.064369,INFO,wsgi_handler.py:280,Gathering logs from all nodes
2019-03-04,06:16:55.064941,ERROR,gflags_handler.py:88,Fanning out RPC
2019-03-04,06:16:55.065919,INFO,db_read.py:195,Gathering logs from all nodes
2019-03-04,06:16:55.066276,INFO,task_generator.py:172,Generated binary file
2019-03-04,06:16:55.066675,INFO,alert_manager.py:96,Node destroyed
2019-03-04,06:16:55.067113,DBG,scheduler.py:241,Node destroyed
2019-03-04,06:16:55.067360,ERROR,fanout.py:322,Combining logs from all nodes into single log file
2019-03-04,06:16:55.067652,DBG,wsgi_handler.py:122,Creating task
2019-03-04,06:16:55.067928,ERROR,wsgi_handler.py:394,Gathering logs from all nodes
2019-03-04,06:16:55.068287,ERROR,protobuf_parser.py:163,Creating task
2019-03-04,06:16:55.068844,ERROR,http_handler.py:366,Combining logs from all nodes into single log file
2019-03-04,06:16:55.069381,INFO,db_read.py:251,Gathering logs from all nodes
2019-03-04,06:16:55.070936,DBG,http_handler.py:390,Fanning out RPC
2019-03-04,06:16:55.071218,ERROR,log_collector.py:122,Gathering logs from all nodes
2019-03-04,06:16:55.071879,DBG,log_collector.py:27,Creating task
 - , - ,  File "./random_traceback.py", line 98, Traceback in get_random_error_string
 - , - ,  File "./random_traceback.py", line 59, Traceback in get_data
 - , - , BasicAuthRequiredError , - , Username not provided
2019-03-04,06:16:55.074006,DBG,http_handler.py:46,Creating task
 - , - ,  File "./random_traceback.py", line 103, Traceback in get_random_error_string
 - , - ,  File "./random_traceback.py", line 70, Traceback in extract_metadata
 - , - , InvalidArgumentError , - , Provided too few arguments
2019-03-04,06:16:55.076930,DBG,fanout.py:15,Fanning out RPC
2019-03-04,06:16:55.077144,DBG,alert_manager.py:67,Fanning out RPC
2019-03-04,06:16:55.077357,DBG,db_read.py:390,Combining logs from all nodes into single log file
2019-03-04,06:16:55.077594,DBG,log_collector.py:152,Creating task
2019-03-04,06:16:55.079033,DBG,rpc_client.py:374,Fanning out RPC
2019-03-04,06:16:55.080226,ERROR,alert_manager.py:68,Fanning out RPC
2019-03-04,06:16:55.081848,INFO,protobuf_parser.py:183,Node destroyed
 - , - ,  File "./random_traceback.py", line 103, Traceback in get_random_error_string
 - , - ,  File "./random_traceback.py", line 66, Traceback in extract_metadata
 - , - ,  File "./random_traceback.py", line 75, Traceback in return_output
 - , - ,  File "./random_traceback.py", line 70, Traceback in extract_metadata
 - , - , BadRequestError , - , Request buffer too small
2019-03-04,06:16:55.082873,DBG,alert_manager.py:79,Creating task
 - , - ,  File "./random_traceback.py", line 113, Traceback in get_random_error_string
 - , - ,  File "./random_traceback.py", line 92, Traceback in get_attributes
 - , - , BadRequestError , - , Special Characters not allowed
2019-03-04,06:16:55.084057,DBG,http_handler.py:17,Node created
2019-03-04,06:16:55.085115,DBG,scheduler.py:307,Gathering node data
2019-03-04,06:16:55.085499,DBG,scheduler.py:192,Generated binary file
 - , - ,  File "./random_traceback.py", line 103, Traceback in get_random_error_string
 - , - ,  File "./random_traceback.py", line 64, Traceback in extract_metadata
 - , - ,  File "./random_traceback.py", line 92, Traceback in get_attributes
 - , - , BasicAuthRequiredError , - , Invalid authentication
2019-03-04,06:16:55.086037,ERROR,gflags_handler.py:290,Node created
2019-03-04,06:16:55.086835,ERROR,audit_logger.py:253,Node created
2019-03-04,06:16:55.088383,DBG,publisher.py:166,Fanning out RPC
2019-03-04,06:16:55.089175,INFO,ssh_tunnel.py:140,Node created
2019-03-04,06:16:55.089615,DBG,publisher.py:395,Node destroyed
2019-03-04,06:16:55.089784,DBG,rpc_client.py:368,Node created
2019-03-04,06:16:55.089869,DBG,fanout.py:302,Combining logs from all nodes into single log file
2019-03-04,06:16:55.089979,INFO,db_write.py:165,Creating task
2019-03-04,06:16:55.090570,DBG,publisher.py:110,Fanning out RPC
2019-03-04,06:16:55.091090,INFO,rpc_client.py:84,Combining logs from all nodes into single log file
2019-03-04,06:16:55.091269,INFO,scheduler.py:375,Generated binary file
2019-03-04,06:16:55.092053,ERROR,audit_logger.py:165,Combining logs from all nodes into single log file
2019-03-04,06:16:55.093049,INFO,task_generator.py:399,Generated binary file
2019-03-04,06:16:55.093316,DBG,protobuf_parser.py:64,Generated binary file
2019-03-04,06:16:55.093681,INFO,publisher.py:259,Gathering node data
2019-03-04,06:16:55.093826,DBG,gflags_handler.py:67,Gathering node data
2019-03-04,06:16:55.094158,DBG,publisher.py:212,Node destroyed
2019-03-04,06:16:55.094435,INFO,db_read.py:46,Fanning out RPC
2019-03-04,06:16:55.096478,ERROR,log_collector.py:125,Combining logs from all nodes into single log file
2019-03-04,06:16:55.096770,DBG,publisher.py:54,Generated binary file
2019-03-04,06:16:55.096939,ERROR,alert_manager.py:358,Combining logs from all nodes into single log file
2019-03-04,06:16:55.097543,DBG,alert_manager.py:397,Combining logs from all nodes into single log file
 - , - ,  File "./random_traceback.py", line 98, Traceback in get_random_error_string
 - , - ,  File "./random_traceback.py", line 59, Traceback in get_data
 - , - , InvalidArgumentError , - , Arguments not supported
2019-03-04,06:16:55.098896,DBG,audit_logger.py:383,Gathering logs from all nodes
2019-03-04,06:16:55.098999,ERROR,audit_logger.py:186,Fanning out RPC
2019-03-04,06:16:55.099270,INFO,db_write.py:59,Gathering logs from all nodes
 - , - ,  File "./random_traceback.py", line 98, Traceback in get_random_error_string
 - , - ,  File "./random_traceback.py", line 53, Traceback in get_data
 - , - ,  File "./random_traceback.py", line 70, Traceback in extract_metadata
 - , - , BadRequestError , - , Request buffer too large
2019-03-04,06:16:55.102494,ERROR,ssh_tunnel.py:350,Creating task
2019-03-04,06:16:55.103017,ERROR,http_handler.py:277,Node created
2019-03-04,06:16:55.103151,DBG,task_generator.py:245,Node destroyed
 - , - ,  File "./random_traceback.py", line 103, Traceback in get_random_error_string
 - , - ,  File "./random_traceback.py", line 70, Traceback in extract_metadata
 - , - , InvalidArgumentError , - , Provided too many arguments
 - , - ,  File "./random_traceback.py", line 103, Traceback in get_random_error_string
 - , - ,  File "./random_traceback.py", line 64, Traceback in extract_metadata
 - , - ,  File "./random_traceback.py", line 86, Traceback in get_attributes
 - , - ,  File "./random_traceback.py", line 59, Traceback in get_data
 - , - , BadRequestError , - , Request buffer too large
2019-03-04,06:16:55.105382,DBG,audit_logger.py:269,Gathering logs from all nodes
2019-03-04,06:16:55.105628,INFO,db_write.py:335,Generated binary file
2019-03-04,06:16:55.106226,DBG,db_read.py:228,Gathering node data
2019-03-04,06:16:55.106348,DBG,db_write.py:183,Node created
2019-03-04,06:16:55.107147,INFO,protobuf_parser.py:352,Gathering node data
2019-03-04,06:16:55.107290,DBG,log_collector.py:144,Combining logs from all nodes into single log file
2019-03-04,06:16:55.108511,DBG,gflags_handler.py:253,Gathering logs from all nodes
2019-03-04,06:16:55.109504,INFO,db_write.py:79,Node created
2019-03-04,06:16:55.110494,ERROR,db_read.py:280,Gathering node data
2019-03-04,06:16:55.111246,DBG,db_read.py:243,Gathering logs from all nodes
2019-03-04,06:16:55.112166,ERROR,log_collector.py:181,Combining logs from all nodes into single log file
2019-03-04,06:16:55.112571,DBG,wsgi_handler.py:31,Generated binary file
2019-03-04,06:16:55.113641,ERROR,audit_logger.py:172,Gathering logs from all nodes
2019-03-04,06:16:55.113871,DBG,ssh_tunnel.py:115,Creating task
2019-03-04,06:16:55.114312,ERROR,alert_manager.py:16,Creating task
2019-03-04,06:16:55.115271,INFO,publisher.py:308,Combining logs from all nodes into single log file
2019-03-04,06:16:55.115443,INFO,alert_manager.py:44,Node created
2019-03-04,06:16:55.116085,INFO,scheduler.py:104,Fanning out RPC
2019-03-04,06:16:55.116899,ERROR,protobuf_parser.py:27,Node created
2019-03-04,06:16:55.117008,DBG,db_write.py:379,Gathering node data
2019-03-04,06:16:55.117613,ERROR,publisher.py:14,Gathering node data
