Date,Timestamp,Tags,File,Exception
 - , - ,  File "./random_traceback.py", line 113, Traceback in get_random_error_string
 - , - ,  File "./random_traceback.py", line 86, Traceback in get_attributes
 - , - ,  File "./random_traceback.py", line 59, Traceback in get_data
 - , - , BadRequestError , - , Request buffer too small
2019-03-04,06:16:55.150675,INFO,protobuf_parser.py:10,Fanning out RPC
2019-03-04,06:16:55.150964,DBG,log_collector.py:244,Node destroyed
2019-03-04,06:16:55.151526,INFO,alert_manager.py:177,Gathering node data
2019-03-04,06:16:55.152172,DBG,ssh_tunnel.py:124,Creating task
2019-03-04,06:16:55.152941,DBG,protobuf_parser.py:88,Creating task
2019-03-04,06:16:55.153632,INFO,audit_logger.py:384,Node created
2019-03-04,06:16:55.153934,INFO,db_read.py:143,Fanning out RPC
2019-03-04,06:16:55.154076,INFO,fanout.py:371,Fanning out RPC
2019-03-04,06:16:55.154887,ERROR,alert_manager.py:332,Creating task
2019-03-04,06:16:55.155148,INFO,http_handler.py:2,Generated binary file
 - , - ,  File "./random_traceback.py", line 103, Traceback in get_random_error_string
 - , - ,  File "./random_traceback.py", line 70, Traceback in extract_metadata
 - , - , BasicAuthRequiredError , - , Username not provided
2019-03-04,06:16:55.156206,ERROR,db_write.py:353,Combining logs from all nodes into single log file
2019-03-04,06:16:55.160046,INFO,http_handler.py:177,Combining logs from all nodes into single log file
2019-03-04,06:16:55.161545,ERROR,gflags_handler.py:123,Gathering node data
2019-03-04,06:16:55.161927,ERROR,http_handler.py:110,Fanning out RPC
2019-03-04,06:16:55.162425,INFO,protobuf_parser.py:193,Creating task
 - , - ,  File "./random_traceback.py", line 98, Traceback in get_random_error_string
 - , - ,  File "./random_traceback.py", line 59, Traceback in get_data
 - , - , ConflictError , - , Conflicting data types
2019-03-04,06:16:55.163047,INFO,db_write.py:399,Gathering node data
2019-03-04,06:16:55.164292,INFO,ssh_tunnel.py:163,Fanning out RPC
2019-03-04,06:16:55.164405,ERROR,gflags_handler.py:198,Node created
2019-03-04,06:16:55.164885,ERROR,wsgi_handler.py:247,Node created
2019-03-04,06:16:55.164988,ERROR,ssh_tunnel.py:152,Gathering node data
2019-03-04,06:16:55.165644,INFO,task_generator.py:311,Generated binary file
2019-03-04,06:16:55.167353,INFO,db_write.py:91,Creating task
2019-03-04,06:16:55.167685,ERROR,audit_logger.py:348,Combining logs from all nodes into single log file
2019-03-04,06:16:55.167840,INFO,ssh_tunnel.py:210,Gathering logs from all nodes
2019-03-04,06:16:55.168379,ERROR,gflags_handler.py:353,Creating task
2019-03-04,06:16:55.168689,INFO,publisher.py:109,Node destroyed
2019-03-04,06:16:55.169439,INFO,rpc_client.py:233,Creating task
2019-03-04,06:16:55.169779,INFO,audit_logger.py:226,Gathering node data
2019-03-04,06:16:55.169992,ERROR,rpc_client.py:374,Gathering logs from all nodes
2019-03-04,06:16:55.170322,ERROR,http_handler.py:279,Combining logs from all nodes into single log file
2019-03-04,06:16:55.171754,DBG,gflags_handler.py:96,Gathering node data
2019-03-04,06:16:55.171853,INFO,gflags_handler.py:80,Node destroyed
2019-03-04,06:16:55.171955,ERROR,scheduler.py:62,Creating task
2019-03-04,06:16:55.172268,ERROR,gflags_handler.py:33,Node created
2019-03-04,06:16:55.172766,INFO,wsgi_handler.py:148,Generated binary file
2019-03-04,06:16:55.174810,ERROR,gflags_handler.py:227,Node created
2019-03-04,06:16:55.175825,INFO,scheduler.py:137,Node created
2019-03-04,06:16:55.176809,ERROR,ssh_tunnel.py:70,Combining logs from all nodes into single log file
2019-03-04,06:16:55.177958,ERROR,db_read.py:132,Fanning out RPC
 - , - ,  File "./random_traceback.py", line 103, Traceback in get_random_error_string
 - , - ,  File "./random_traceback.py", line 70, Traceback in extract_metadata
 - , - , BasicAuthRequiredError , - , Authentication not provided
2019-03-04,06:16:55.179645,DBG,http_handler.py:389,Fanning out RPC
2019-03-04,06:16:55.180422,DBG,rpc_client.py:207,Gathering node data
 - , - ,  File "./random_traceback.py", line 103, Traceback in get_random_error_string
 - , - ,  File "./random_traceback.py", line 70, Traceback in extract_metadata
 - , - , MissingAttributeError , - , Attribute not provided
 - , - ,  File "./random_traceback.py", line 103, Traceback in get_random_error_string
 - , - ,  File "./random_traceback.py", line 64, Traceback in extract_metadata
 - , - ,  File "./random_traceback.py", line 88, Traceback in get_attributes
 - , - ,  File "./random_traceback.py", line 86, Traceback in get_attributes
 - , - ,  File "./random_traceback.py", line 59, Traceback in get_data
 - , - , BasicAuthRequiredError , - , Invalid authentication
2019-03-04,06:16:55.183943,INFO,log_collector.py:329,Gathering node data
2019-03-04,06:16:55.184404,INFO,alert_manager.py:61,Gathering node data
2019-03-04,06:16:55.184542,ERROR,db_write.py:104,Node created
2019-03-04,06:16:55.184736,INFO,task_generator.py:121,Creating task
2019-03-04,06:16:55.185271,ERROR,alert_manager.py:358,Generated binary file
2019-03-04,06:16:55.185498,ERROR,gflags_handler.py:17,Fanning out RPC
2019-03-04,06:16:55.186339,DBG,scheduler.py:20,Creating task
2019-03-04,06:16:55.187244,DBG,wsgi_handler.py:209,Node created
 - , - ,  File "./random_traceback.py", line 103, Traceback in get_random_error_string
 - , - ,  File "./random_traceback.py", line 64, Traceback in extract_metadata
 - , - ,  File "./random_traceback.py", line 86, Traceback in get_attributes
 - , - ,  File "./random_traceback.py", line 59, Traceback in get_data
 - , - , BadRequestError , - , Malformed request
2019-03-04,06:16:55.188468,INFO,db_read.py:302,Combining logs from all nodes into single log file
2019-03-04,06:16:55.189432,INFO,task_generator.py:398,Node destroyed
2019-03-04,06:16:55.189663,INFO,protobuf_parser.py:367,Generated binary file
2019-03-04,06:16:55.190179,INFO,task_generator.py:227,Gathering logs from all nodes
2019-03-04,06:16:55.190392,INFO,audit_logger.py:204,Generated binary file
2019-03-04,06:16:55.190868,ERROR,ssh_tunnel.py:346,Gathering node data
2019-03-04,06:16:55.195943,DBG,alert_manager.py:299,Fanning out RPC
2019-03-04,06:16:55.196025,DBG,audit_logger.py:162,Gathering node data
2019-03-04,06:16:55.196970,INFO,scheduler.py:176,Combining logs from all nodes into single log file
2019-03-04,06:16:55.198329,ERROR,audit_logger.py:1,Gathering logs from all nodes
2019-03-04,06:16:55.198816,DBG,publisher.py:164,Generated binary file
2019-03-04,06:16:55.199014,ERROR,task_generator.py:174,Creating task
2019-03-04,06:16:55.200000,ERROR,scheduler.py:373,Combining logs from all nodes into single log file
2019-03-04,06:16:55.200471,INFO,gflags_handler.py:292,Gathering node data
2019-03-04,06:16:55.200632,DBG,fanout.py:257,Fanning out RPC
2019-03-04,06:16:55.201474,INFO,fanout.py:297,Fanning out RPC
 - , - ,  File "./random_traceback.py", line 103, Traceback in get_random_error_string
 - , - ,  File "./random_traceback.py", line 66, Traceback in extract_metadata
 - , - ,  File "./random_traceback.py", line 75, Traceback in return_output
 - , - ,  File "./random_traceback.py", line 64, Traceback in extract_metadata
 - , - ,  File "./random_traceback.py", line 88, Traceback in get_attributes
 - , - ,  File "./random_traceback.py", line 92, Traceback in get_attributes
 - , - , BasicAuthRequiredError , - , Authentication not provided
2019-03-04,06:16:55.204193,INFO,wsgi_handler.py:227,Gathering node data
2019-03-04,06:16:55.204951,DBG,scheduler.py:17,Node destroyed
2019-03-04,06:16:55.207057,DBG,ssh_tunnel.py:241,Combining logs from all nodes into single log file
2019-03-04,06:16:55.209485,ERROR,db_write.py:114,Fanning out RPC
2019-03-04,06:16:55.209720,DBG,fanout.py:232,Gathering logs from all nodes
2019-03-04,06:16:55.210668,INFO,alert_manager.py:198,Combining logs from all nodes into single log file
2019-03-04,06:16:55.211568,ERROR,http_handler.py:148,Node destroyed
2019-03-04,06:16:55.211801,ERROR,alert_manager.py:231,Node destroyed
2019-03-04,06:16:55.213085,ERROR,audit_logger.py:228,Fanning out RPC
2019-03-04,06:16:55.214796,INFO,log_collector.py:5,Combining logs from all nodes into single log file
 - , - ,  File "./random_traceback.py", line 98, Traceback in get_random_error_string
 - , - ,  File "./random_traceback.py", line 59, Traceback in get_data
 - , - , ConflictError , - , Conflicting data types
2019-03-04,06:16:55.216143,INFO,audit_logger.py:308,Generated binary file
 - , - ,  File "./random_traceback.py", line 98, Traceback in get_random_error_string
 - , - ,  File "./random_traceback.py", line 59, Traceback in get_data
 - , - , BadRequestError , - , Request buffer too small
2019-03-04,06:16:55.217456,INFO,log_collector.py:169,Gathering node data
2019-03-04,06:16:55.218635,DBG,audit_logger.py:349,Gathering logs from all nodes
2019-03-04,06:16:55.220332,DBG,alert_manager.py:84,Gathering node data
2019-03-04,06:16:55.220459,INFO,publisher.py:243,Creating task
2019-03-04,06:16:55.220653,ERROR,rpc_client.py:289,Creating task
2019-03-04,06:16:55.222047,DBG,publisher.py:97,Fanning out RPC
2019-03-04,06:16:55.224033,INFO,alert_manager.py:332,Node destroyed
2019-03-04,06:16:55.224354,ERROR,protobuf_parser.py:203,Node destroyed
2019-03-04,06:16:55.224795,ERROR,http_handler.py:321,Node created
2019-03-04,06:16:55.225038,DBG,http_handler.py:116,Gathering node data
2019-03-04,06:16:55.225220,INFO,rpc_client.py:164,Gathering logs from all nodes
 - , - ,  File "./random_traceback.py", line 113, Traceback in get_random_error_string
 - , - ,  File "./random_traceback.py", line 92, Traceback in get_attributes
 - , - , InvalidArgumentError , - , Provided too few arguments
2019-03-04,06:16:55.226498,ERROR,log_collector.py:274,Generated binary file
2019-03-04,06:16:55.226660,INFO,log_collector.py:277,Combining logs from all nodes into single log file
2019-03-04,06:16:55.227560,INFO,fanout.py:304,Generated binary file
 - , - ,  File "./random_traceback.py", line 98, Traceback in get_random_error_string
 - , - ,  File "./random_traceback.py", line 59, Traceback in get_data
 - , - , BasicAuthRequiredError , - , Password not provided
2019-03-04,06:16:55.228543,ERROR,audit_logger.py:116,Creating task
2019-03-04,06:16:55.228925,ERROR,db_read.py:177,Gathering node data
2019-03-04,06:16:55.229557,INFO,protobuf_parser.py:241,Combining logs from all nodes into single log file
2019-03-04,06:16:55.230938,INFO,ssh_tunnel.py:301,Generated binary file
2019-03-04,06:16:55.231077,ERROR,gflags_handler.py:294,Gathering node data
2019-03-04,06:16:55.231440,DBG,wsgi_handler.py:291,Gathering logs from all nodes
2019-03-04,06:16:55.232765,INFO,publisher.py:132,Generated binary file
2019-03-04,06:16:55.233007,INFO,gflags_handler.py:168,Gathering logs from all nodes
2019-03-04,06:16:55.235298,INFO,gflags_handler.py:301,Gathering node data
2019-03-04,06:16:55.236099,ERROR,wsgi_handler.py:62,Creating task
2019-03-04,06:16:55.236907,DBG,rpc_client.py:255,Generated binary file
2019-03-04,06:16:55.237537,INFO,protobuf_parser.py:269,Combining logs from all nodes into single log file
2019-03-04,06:16:55.237778,INFO,audit_logger.py:314,Node created
2019-03-04,06:16:55.238353,ERROR,db_write.py:270,Fanning out RPC
2019-03-04,06:16:55.238878,DBG,task_generator.py:130,Fanning out RPC
2019-03-04,06:16:55.239820,INFO,db_read.py:232,Creating task
2019-03-04,06:16:55.239925,DBG,protobuf_parser.py:173,Gathering logs from all nodes
2019-03-04,06:16:55.240143,DBG,fanout.py:216,Combining logs from all nodes into single log file
 - , - ,  File "./random_traceback.py", line 103, Traceback in get_random_error_string
 - , - ,  File "./random_traceback.py", line 70, Traceback in extract_metadata
 - , - , ConflictError , - , Mismatched argumnets
2019-03-04,06:16:55.242047,INFO,http_handler.py:156,Node created
2019-03-04,06:16:55.242927,DBG,fanout.py:392,Generated binary file
2019-03-04,06:16:55.243056,DBG,protobuf_parser.py:307,Combining logs from all nodes into single log file
2019-03-04,06:16:55.243313,DBG,ssh_tunnel.py:343,Node destroyed
2019-03-04,06:16:55.243559,ERROR,task_generator.py:207,Gathering node data
2019-03-04,06:16:55.243975,ERROR,rpc_client.py:239,Creating task
2019-03-04,06:16:55.244319,DBG,publisher.py:315,Fanning out RPC
2019-03-04,06:16:55.244495,ERROR,publisher.py:291,Gathering logs from all nodes
2019-03-04,06:16:55.245654,INFO,http_handler.py:113,Gathering node data
2019-03-04,06:16:55.245895,ERROR,db_read.py:355,Creating task
2019-03-04,06:16:55.247410,INFO,db_read.py:10,Combining logs from all nodes into single log file
2019-03-04,06:16:55.248233,DBG,wsgi_handler.py:47,Generated binary file
2019-03-04,06:16:55.248378,INFO,publisher.py:260,Generated binary file
2019-03-04,06:16:55.249228,INFO,task_generator.py:307,Gathering logs from all nodes
2019-03-04,06:16:55.249442,ERROR,task_generator.py:288,Fanning out RPC
2019-03-04,06:16:55.249731,ERROR,alert_manager.py:131,Combining logs from all nodes into single log file
 - , - ,  File "./random_traceback.py", line 113, Traceback in get_random_error_string
 - , - ,  File "./random_traceback.py", line 88, Traceback in get_attributes
 - , - ,  File "./random_traceback.py", line 86, Traceback in get_attributes
 - , - ,  File "./random_traceback.py", line 59, Traceback in get_data
 - , - , MissingAttributeError , - , Attribute not provided
2019-03-04,06:16:55.250676,DBG,task_generator.py:120,Node created
2019-03-04,06:16:55.251316,ERROR,rpc_client.py:388,Fanning out RPC
 - , - ,  File "./random_traceback.py", line 113, Traceback in get_random_error_string
 - , - ,  File "./random_traceback.py", line 92, Traceback in get_attributes
 - , - , BadRequestError , - , Request buffer too large
2019-03-04,06:16:55.251894,INFO,gflags_handler.py:351,Combining logs from all nodes into single log file
2019-03-04,06:16:55.252306,ERROR,protobuf_parser.py:245,Combining logs from all nodes into single log file
 - , - ,  File "./random_traceback.py", line 103, Traceback in get_random_error_string
 - , - ,  File "./random_traceback.py", line 64, Traceback in extract_metadata
 - , - ,  File "./random_traceback.py", line 86, Traceback in get_attributes
 - , - ,  File "./random_traceback.py", line 59, Traceback in get_data
 - , - , ConflictError , - , Mismatched argumnets
2019-03-04,06:16:55.253466,INFO,log_collector.py:156,Combining logs from all nodes into single log file
 - , - ,  File "./random_traceback.py", line 108, Traceback in get_random_error_string
 - , - ,  File "./random_traceback.py", line 77, Traceback in return_output
 - , - ,  File "./random_traceback.py", line 55, Traceback in get_data
 - , - ,  File "./random_traceback.py", line 81, Traceback in return_output
 - , - , ConflictError , - , Mismatched argumnets
2019-03-04,06:16:55.253873,DBG,rpc_client.py:122,Combining logs from all nodes into single log file
2019-03-04,06:16:55.253956,INFO,scheduler.py:281,Gathering node data
2019-03-04,06:16:55.254998,INFO,wsgi_handler.py:123,Generated binary file
2019-03-04,06:16:55.255323,DBG,protobuf_parser.py:135,Generated binary file
2019-03-04,06:16:55.255589,INFO,http_handler.py:292,Combining logs from all nodes into single log file
 - , - ,  File "./random_traceback.py", line 113, Traceback in get_random_error_string
 - , - ,  File "./random_traceback.py", line 92, Traceback in get_attributes
 - , - , ConflictError , - , Conflicting data types
 - , - ,  File "./random_traceback.py", line 108, Traceback in get_random_error_string
 - , - ,  File "./random_traceback.py", line 81, Traceback in return_output
 - , - , InvalidArgumentError , - , Provided too many arguments
2019-03-04,06:16:55.257406,INFO,scheduler.py:204,Node created
2019-03-04,06:16:55.257674,INFO,fanout.py:28,Creating task
 - , - ,  File "./random_traceback.py", line 103, Traceback in get_random_error_string
 - , - ,  File "./random_traceback.py", line 70, Traceback in extract_metadata
 - , - , BasicAuthRequiredError , - , Authentication not provided
2019-03-04,06:16:55.258784,DBG,wsgi_handler.py:167,Node destroyed
2019-03-04,06:16:55.259160,INFO,http_handler.py:250,Gathering node data
2019-03-04,06:16:55.259286,DBG,db_read.py:309,Generated binary file
2019-03-04,06:16:55.259449,ERROR,scheduler.py:210,Gathering node data
2019-03-04,06:16:55.259803,INFO,audit_logger.py:94,Node created
2019-03-04,06:16:55.260052,INFO,ssh_tunnel.py:399,Generated binary file
2019-03-04,06:16:55.260600,INFO,rpc_client.py:327,Combining logs from all nodes into single log file
2019-03-04,06:16:55.260757,ERROR,alert_manager.py:374,Creating task
2019-03-04,06:16:55.261134,INFO,ssh_tunnel.py:271,Generated binary file
2019-03-04,06:16:55.261468,INFO,db_read.py:225,Gathering logs from all nodes
2019-03-04,06:16:55.261628,INFO,http_handler.py:20,Creating task
2019-03-04,06:16:55.261982,DBG,audit_logger.py:288,Creating task
2019-03-04,06:16:55.265764,ERROR,db_read.py:369,Combining logs from all nodes into single log file
2019-03-04,06:16:55.265823,ERROR,audit_logger.py:372,Fanning out RPC
2019-03-04,06:16:55.266140,DBG,ssh_tunnel.py:304,Fanning out RPC
2019-03-04,06:16:55.266249,DBG,protobuf_parser.py:248,Fanning out RPC
2019-03-04,06:16:55.266389,INFO,fanout.py:143,Combining logs from all nodes into single log file
2019-03-04,06:16:55.266834,INFO,protobuf_parser.py:388,Combining logs from all nodes into single log file
2019-03-04,06:16:55.268992,DBG,audit_logger.py:249,Creating task
2019-03-04,06:16:55.269779,INFO,log_collector.py:366,Gathering node data
2019-03-04,06:16:55.270176,DBG,scheduler.py:155,Node created
2019-03-04,06:16:55.270645,INFO,publisher.py:172,Node destroyed
2019-03-04,06:16:55.272146,ERROR,alert_manager.py:105,Combining logs from all nodes into single log file
2019-03-04,06:16:55.272783,DBG,task_generator.py:81,Combining logs from all nodes into single log file
 - , - ,  File "./random_traceback.py", line 108, Traceback in get_random_error_string
 - , - ,  File "./random_traceback.py", line 75, Traceback in return_output
 - , - ,  File "./random_traceback.py", line 66, Traceback in extract_metadata
 - , - ,  File "./random_traceback.py", line 75, Traceback in return_output
 - , - ,  File "./random_traceback.py", line 70, Traceback in extract_metadata
 - , - , MissingAttributeError , - , Extra attribute needed
2019-03-04,06:16:55.279076,ERROR,task_generator.py:100,Combining logs from all nodes into single log file
2019-03-04,06:16:55.280103,ERROR,protobuf_parser.py:147,Creating task
2019-03-04,06:16:55.280424,INFO,protobuf_parser.py:149,Generated binary file
2019-03-04,06:16:55.281268,INFO,http_handler.py:309,Generated binary file
2019-03-04,06:16:55.281443,INFO,rpc_client.py:289,Gathering logs from all nodes
2019-03-04,06:16:55.282807,DBG,protobuf_parser.py:395,Fanning out RPC
2019-03-04,06:16:55.282861,DBG,rpc_client.py:270,Generated binary file
2019-03-04,06:16:55.283613,ERROR,alert_manager.py:359,Combining logs from all nodes into single log file
2019-03-04,06:16:55.284000,DBG,protobuf_parser.py:30,Generated binary file
2019-03-04,06:16:55.284333,INFO,log_collector.py:194,Fanning out RPC
2019-03-04,06:16:55.284530,DBG,ssh_tunnel.py:267,Gathering node data
2019-03-04,06:16:55.286315,DBG,scheduler.py:286,Gathering node data
2019-03-04,06:16:55.286647,ERROR,protobuf_parser.py:138,Fanning out RPC
2019-03-04,06:16:55.287873,ERROR,publisher.py:391,Gathering logs from all nodes
2019-03-04,06:16:55.288032,INFO,http_handler.py:93,Gathering logs from all nodes
2019-03-04,06:16:55.288226,ERROR,fanout.py:22,Node destroyed
2019-03-04,06:16:55.288764,ERROR,http_handler.py:351,Gathering node data
2019-03-04,06:16:55.288961,DBG,protobuf_parser.py:295,Generated binary file
2019-03-04,06:16:55.291451,DBG,protobuf_parser.py:380,Fanning out RPC
2019-03-04,06:16:55.292762,ERROR,scheduler.py:207,Fanning out RPC
2019-03-04,06:16:55.292864,INFO,ssh_tunnel.py:310,Fanning out RPC
2019-03-04,06:16:55.293219,INFO,fanout.py:160,Node destroyed
2019-03-04,06:16:55.293419,INFO,scheduler.py:253,Node created
2019-03-04,06:16:55.294478,ERROR,protobuf_parser.py:255,Creating task
2019-03-04,06:16:55.294660,ERROR,wsgi_handler.py:130,Gathering node data
2019-03-04,06:16:55.294813,DBG,wsgi_handler.py:165,Creating task
2019-03-04,06:16:55.296133,DBG,gflags_handler.py:310,Fanning out RPC
2019-03-04,06:16:55.297814,DBG,fanout.py:135,Fanning out RPC
2019-03-04,06:16:55.298212,INFO,http_handler.py:25,Generated binary file
2019-03-04,06:16:55.298763,DBG,scheduler.py:103,Gathering logs from all nodes
2019-03-04,06:16:55.299355,ERROR,rpc_client.py:382,Node destroyed
2019-03-04,06:16:55.299615,ERROR,task_generator.py:104,Fanning out RPC
2019-03-04,06:16:55.300043,INFO,audit_logger.py:138,Generated binary file
 - , - ,  File "./random_traceback.py", line 98, Traceback in get_random_error_string
 - , - ,  File "./random_traceback.py", line 59, Traceback in get_data
 - , - , BadRequestError , - , Malformed request
2019-03-04,06:16:55.301936,DBG,wsgi_handler.py:337,Gathering node data
2019-03-04,06:16:55.302082,ERROR,gflags_handler.py:297,Generated binary file
2019-03-04,06:16:55.302678,INFO,http_handler.py:180,Combining logs from all nodes into single log file
2019-03-04,06:16:55.302951,DBG,db_read.py:13,Gathering node data
2019-03-04,06:16:55.303086,INFO,db_read.py:354,Generated binary file
2019-03-04,06:16:55.303212,ERROR,gflags_handler.py:395,Gathering node data
2019-03-04,06:16:55.303445,INFO,audit_logger.py:11,Generated binary file
2019-03-04,06:16:55.304353,DBG,rpc_client.py:110,Combining logs from all nodes into single log file
 - , - ,  File "./random_traceback.py", line 103, Traceback in get_random_error_string
 - , - ,  File "./random_traceback.py", line 70, Traceback in extract_metadata
 - , - , InvalidArgumentError , - , Provided too few arguments
2019-03-04,06:16:55.306202,ERROR,task_generator.py:228,Node destroyed
2019-03-04,06:16:55.307522,ERROR,rpc_client.py:94,Node created
2019-03-04,06:16:55.308081,ERROR,scheduler.py:347,Combining logs from all nodes into single log file
2019-03-04,06:16:55.308432,INFO,http_handler.py:387,Node destroyed
2019-03-04,06:16:55.308903,ERROR,wsgi_handler.py:72,Gathering logs from all nodes
2019-03-04,06:16:55.309675,INFO,log_collector.py:336,Creating task
2019-03-04,06:16:55.310568,DBG,alert_manager.py:243,Node destroyed
2019-03-04,06:16:55.311057,INFO,alert_manager.py:110,Gathering logs from all nodes
2019-03-04,06:16:55.311489,DBG,rpc_client.py:167,Creating task
 - , - ,  File "./random_traceback.py", line 98, Traceback in get_random_error_string
 - , - ,  File "./random_traceback.py", line 59, Traceback in get_data
 - , - , BadRequestError , - , Special Characters not allowed
2019-03-04,06:16:55.312179,ERROR,protobuf_parser.py:70,Creating task
2019-03-04,06:16:55.312924,ERROR,audit_logger.py:99,Fanning out RPC
 - , - ,  File "./random_traceback.py", line 98, Traceback in get_random_error_string
 - , - ,  File "./random_traceback.py", line 59, Traceback in get_data
 - , - , BadRequestError , - , Request buffer too small
2019-03-04,06:16:55.314314,ERROR,task_generator.py:387,Gathering logs from all nodes
2019-03-04,06:16:55.314460,DBG,scheduler.py:35,Combining logs from all nodes into single log file
2019-03-04,06:16:55.314497,DBG,db_write.py:15,Fanning out RPC
2019-03-04,06:16:55.315364,DBG,ssh_tunnel.py:206,Node destroyed
2019-03-04,06:16:55.315787,DBG,fanout.py:228,Generated binary file
2019-03-04,06:16:55.315841,DBG,db_read.py:232,Combining logs from all nodes into single log file
2019-03-04,06:16:55.316993,INFO,protobuf_parser.py:96,Node destroyed
2019-03-04,06:16:55.317405,INFO,http_handler.py:4,Node created
